usuario,seguidores,seguidos,tweets,retweets
antonaya_juan,177,180,0,1
luiso61,424,512,0,1
Jarguzz,144,501,0,1
javiportillor,14,47,0,1
PSOEDipCC,912,516,0,1
sigfrido_lee,255,257,0,1
donabalafia,1107,654,0,1
JoheJaramilloH,971,384,0,1
oriana_mendozav,288,128,0,1
bcbglove,686,712,0,1
sandyc1772,1055,213,0,1
valita_flaviani,85,250,0,1
AsocMSMAD,1260,742,0,4
Parlasur_Mnes,1567,2014,1,0
MatiasCosso1,34,200,0,1
micabonafina,363,1130,1,0
Ana2Mishae,210,121,0,2
mjgsm,5794,4705,0,3
PabloMalumbres,1491,685,0,1
PNUD_Mexico,91628,1249,2,3
Marcemt77,46,88,0,1
vozporvosOK,7761,2123,1,0
LilianaCobelo,213,274,0,1
AnaliaPastran,530,738,1,3
marcozuritaj,79,22,0,6
camilopepo,113,139,0,1
jaimeraulmolina,2050,1561,0,1
tuvozalmundo,8223,7792,1,1
herreraberthely,80,1536,0,2
laura_rivera27,103,401,0,1
Andrea__Martinz,601,864,0,1
SPlataforma,1904,792,0,1
libertadcan,899,811,0,1
VILLAMILJAIRO,1425,851,0,1
galsera,366,324,0,1
Eduvongla,31,174,0,2
InmaculadaHeras,244,299,0,1
FadJuventud,8816,2802,2,0
EstherPJimenez,24,86,0,1
Cruzfarma,472,374,0,1
CPTafalla,115,45,0,1
MPanamaOEA,417,727,1,1
Agenda2030Chis,49,342,2,2
andresckane,725,608,4,5
OrgJuventudm,458,428,0,3
pinardi_oficial,1322,407,0,2
snavarroj,346,377,0,1
antonhida,94,712,0,1
Vpadilla20,5,34,0,2
AcodecoResuelve,18182,366,0,1
PNUDperu,8347,310,0,1
MireiaCivis,767,188,0,1
equintanillor,757,2474,1,1
AQconsulting,6,32,1,0
natybrogliatti,161,290,0,1
contraeltirano_,286,687,0,1
ACiuti,487,407,0,1
Sandra_Granado,26,133,0,1
BorjaGoizueta,854,3018,0,1
MarioCimoli,977,137,0,1
Norman_EBM,216,266,0,1
anamariaaliaga,519,331,0,1
GeoPapoutsi,135,88,0,1
Indialy,96,457,0,1
worldvisionEC,4523,36,1,0
JorgeR0a,42,76,0,2
MPMorilloRocha,2866,4999,0,1
VIAQUA,1536,396,2,0
UGT_Cultur_CM,204,146,0,1
lismagnolia,76,165,0,1
AngelaRimac,25,193,0,1
ScoolTic,2310,2566,1,0
JuanTepache,75,197,0,1
Reddivulgadore1,383,172,0,1
Diosi25,142,253,0,1
MIDAPANAMA,22281,542,1,0
RoxiAbi,3169,5041,0,1
EOTLcantabria,925,805,7,0
andsmartcity,2287,1004,0,1
SAEEDZAKI,18789,1185,0,2
Noemi34248379,13,38,0,1
claudia14175900,155,268,0,1
Javier_Goizueta,1552,1174,1,2
FirmaAketzali,54,545,3,0
ferchuchaves,262,268,1,0
mire_palenzuela,3013,5001,0,2
UVCATEDRES,493,198,0,1
ayusogm,39,212,0,1
souto53,1184,1122,0,2
MariannaLpez4,27,72,0,2
DrummondLtdCo,6674,422,0,2
NorvinAlcantara,245,658,0,1
CJuridicoSMA,501,138,0,2
Richardframcisc,372,1364,0,1
Faby_Nava77,2013,5001,0,1
carolblazquez1,95,219,0,1
pilarblanco26,763,2530,0,1
carlanazbeltran,1062,1872,0,3
MarioOstolaza,1349,2808,0,2
cvpiad,362,136,0,1
manelalcaide,508,607,0,1
AliciaAliaga57,114,277,0,1
lasalleelpilar,433,251,0,1
johaheredia,2644,1511,1,0
CVambientesano,30,639,0,1
BrecciaEsteban,137,242,0,1
dlaino,729,829,0,6
AhoraQue1986,229,590,0,1
josemanugb,590,933,3,0
CecytehA,692,353,0,1
AsunSEO,6223,1335,0,2
LatinosValMag,32,117,0,1
ediazsan,4568,3688,0,1
Fernand06828504,632,54,0,1
LopezAida_,229,568,0,1
infotixan,966,305,0,1
KIRIANGARCIA,427,839,0,1
ICarrascoMon,10,19,0,2
Fausto_Vivier,343,300,0,1
maEsther2000,89,112,0,1
ilseroaMX,4223,4622,0,1
ICALI_ColegAbog,3150,510,0,1
cepyme_,14700,2000,0,2
ConchitaSalud,2013,2154,0,5
ShawMashaw,254,132,0,1
CaletPrado,2171,729,1,1
calpeapie,47,100,0,1
belenlopezma,112,93,0,1
hogaresverdes_o,2287,551,1,1
martinTpparacr1,21,97,0,1
albertoares,2305,858,0,1
oievoz,885,412,2,1
RGrangui,4615,2717,0,2
EvaGalanMoya,494,702,0,1
Digiculturizar,942,957,2,1
sandrabginer,418,499,0,1
MaristasBadajoz,1072,245,0,1
Pericoalexii,414,1405,0,1
colepatronato,114,348,0,1
PedroAlbarras87,130,217,0,1
JAGamezG,852,1478,0,3
_CEIM_,2320,570,0,1
Yohana24758597,182,330,0,1
OissSec,1426,393,3,3
CocaColaEP_es,3830,1125,0,1
carlos_salle_ib,311,393,1,0
jortizbel,357,1100,0,1
YoelARP,106,194,0,2
ISCOD_UGT,933,1265,0,1
ONGDhmasd,806,1151,1,0
ideacas,444,1433,0,1
ONL_ESPIRAL,570,353,0,1
DPNArgentina,9683,3744,2,0
clgonzalezvega,874,330,0,1
rfarreny,316,472,0,3
roberthorg,1828,3308,0,2
lustama,183,100,0,1
VivaNerva,432,1837,0,1
OITconosur,4116,314,0,1
Beatriz88178096,324,439,0,2
ongawa4d,10239,2973,0,2
RedAlumni,1122,1627,1,1
ElosuaRojo,75,130,1,0
commercetrain,2951,4966,0,1
Social_ICADE,934,1484,0,3
carmenlavina,818,1366,0,1
xderechosocial,388,1156,0,1
elespinar_org,1814,145,0,1
ElGattoFeliz,10,16,0,1
ParroqValle,451,522,0,1
_PoliticaMente_,194,810,0,1
isabelgcoll,91,354,0,1
_CJE_,12037,1492,1,1
JaimeGu08325090,2,205,0,1
zonatuperiodico,19,255,0,2
FAMSI_Solidario,1887,1069,4,0
MasterCoopALC,322,315,0,2
ACAmbientales,33824,5369,0,2
Callegar5Silvia,120,200,0,1
jfrivasl11,308,1035,0,1
Rebeca_Gamar,229,233,0,1
IINOEA,2469,483,1,0
MarisaMiodosky,469,1122,1,0
AriasIrmgar,113,415,0,1
Leonardo7madrid,170,226,0,1
lusecitagomes,703,1027,0,1
pulsopoliticoax,5389,1659,0,1
LabQuinton,1255,736,1,0
Rosiandy12,31,63,0,2
giraldoar_ma,95,156,0,1
GermanSUNET,561,1224,0,1
marisa_mercado2,577,57,0,1
SalvaAgui5,643,2416,0,1
cruzgallardovm,43,198,0,1
cjustotds,2329,3903,1,1
malcarazramos,3060,954,0,2
RAUL_PUCELA,44,78,0,1
JOSANTONIOLVAR2,723,1280,0,4
workforsocial,818,1216,3,1
Ire_Barrera79,63,183,0,1
nexusxm5,2751,4884,0,1
faquimbayal,110,183,0,1
PetroamazonasEP,23833,355,0,2
rnoerr,600,925,0,1
albertogiraldog,75,203,0,1
XanthisSuarez,1787,1010,0,2
bryan_charry07,21,97,1,0
isa_galaviz,530,533,0,1
universidadcjc,16211,4297,1,0
AndreaAmaya3,95,331,0,2
ECOmovingUY,453,1356,0,1
DGEPMS1,32,162,0,1
rpl2010,2062,5001,0,1
ManelFerri,677,508,0,2
luquilou,203,971,0,2
AJosePph,107,2968,0,3
_TIBBUS,117,205,0,1
cerscv,263,347,0,3
GasSalamanca,422,420,2,0
BryanCaball,92,128,0,2
ElkinVelasquezM,2750,221,1,2
ANGELICAMYS,10585,11392,0,1
IngasaTD,57,117,0,1
manitaho,407,1312,0,4
PaolaCardns,97,406,0,1
PNUDLAC,14918,1992,1,7
JBuitragoR,641,677,0,1
MarinesZigaran,2342,1395,0,1
yulydc,209,694,0,1
ChariHernandez5,11,25,0,6
AMETIC_es,10406,1209,2,2
JulitoSadwing,57,148,0,1
alessandra060,724,2270,0,1
KFERTZ,373,1496,0,2
donairesara,650,302,0,1
LuisB,2036,162,0,1
mariarodser,823,995,0,3
jmbolufer,114,311,1,0
EduardGToledano,2495,873,0,3
Amref_es,1504,902,1,0
OngawaUni,551,354,0,1
Nemas_V,952,411,0,1
juliomadrid,308,231,1,0
BlaugranaSoul,794,720,0,1
BrandonPerezGon,121,613,0,1
aliespinosa2008,34,195,0,1
JLlorensdela,113,1149,0,1
PsoeAntequera,883,940,2,0
MariTrisM,347,116,0,1
LuisfePu239,347,457,0,2
merytb,407,1382,0,1
Uninter_Cuerna,1832,726,0,1
dat_etsit,2071,1113,0,1
ManoloPicoT,2334,2473,0,1
CarmelaLancho,62,173,0,1
Sanearareco,343,1736,1,0
jmjatm,259,157,0,1
ahora_ciempo,1073,495,1,0
egalanroa,23,140,0,1
Cesca_4070,166,429,0,1
estherpinzonv,128,489,0,1
Starbluefugaz,383,577,1,0
ofdetower,3085,3982,2,0
AETCadiz,5476,4924,1,0
EmmanuelGuaroa,1184,1685,0,1
Canvazmar,1401,877,0,1
CruzEdwin73,42,108,0,1
PachoMartinez71,1445,320,0,1
Guillo54,409,864,1,0
MXForestal,929,271,0,1
LaReddelaGente,2289,2281,0,1
David__Navalon,815,716,0,1
lizettepfcc,68,417,0,1
Vinalesgustavo,1823,988,0,1
Moiss681,34,117,0,1
educaindicador,1680,394,0,1
jorgeextramiana,1455,4930,0,1
MBegoaVallejo,480,711,0,4
dn_elexperto,148,256,0,1
SED_ASTURIAS,85,38,0,1
microempresas,2582,766,1,1
anaminlove,310,60,0,1
AndreuEscriva,7479,626,1,0
selmaasprilla,490,408,0,1
jose_marip,603,2080,0,1
MACJL_uc3m,309,437,0,1
nct_ucsc,113,108,0,1
MarielisaSP,1439,1593,0,2
melaniedegyves,91,343,0,1
EBCValladolid,123,106,1,0
FabrizioR72,665,561,0,1
Laiabee,1296,1469,0,1
FAOArgentina,10450,2734,6,0
fspotu,1446,3955,0,1
nicopantojam,467,824,0,1
AlbertoRiG,609,948,1,0
santa_gilberto,1786,2117,0,1
ForoNuclear,6329,431,0,1
nixte9,49,339,0,1
ivanojedapy,2264,2413,3,4
isuacador,759,1056,0,1
a3648a8233fa478,62,443,0,2
jorgeumanac,639,2449,0,1
crearsa,2005,4969,1,3
nataliacuguero,3475,3196,3,7
lindabran1,11153,4753,0,1
YFarinago,222,154,1,0
PolVial_GobOax,34166,605,0,2
luiz12324,60,75,0,1
monikortiz09,854,454,0,1
Obser_Cite,717,1348,0,1
Artceledon1,523,105,1,0
RaimundoIbietaA,76,77,0,2
Andres_Villanu,3008,5004,0,2
montagudol,280,397,0,1
su_penedo,118,169,0,1
Iris_floresc,438,2171,0,1
RLarioss,78,320,0,1
Redlamyc,8853,773,0,2
MadridAnglicana,775,832,0,1
MonferrerLechaM,76,143,0,2
AleJimeme,87,293,0,1
C1Villarreal,86,51,0,1
BAInternacional,2737,2830,1,0
dvq120,3756,3678,0,1
ursulitamiau,61,390,0,1
CienciaPTY,3021,1700,0,2
CenTierra,70,164,3,0
pepnogueroles,737,1252,0,1
CONAPO_mx,13400,223,1,0
misurraco,417,823,0,1
FcoPalavicini,212,590,3,5
GBCEs,3547,1111,1,0
irenembar,594,1121,0,1
davlafuente,5847,5443,1,4
AdnBarreto,20,22,0,1
marciafaundezi,163,228,0,1
manuel_glzp,549,310,0,1
yiyiballe,79,339,0,1
mtaetmna,53,68,0,1
sergeglaurens,744,1383,1,0
_marcoscamacho_,725,636,0,1
fernavillalain,2928,2797,0,1
jleube,1569,1212,0,3
FundacionJMC,1305,118,1,0
kikachugarcia,73,154,0,2
presidencia_sv,145105,475,1,12
JorgeLuisVeVe,186,1427,0,2
tavorej,47,360,0,2
LuzMaraPerez5,12,19,0,1
LiliaRevolucion,331,1865,0,1
CLACFairtrade,1550,552,1,0
CGEspOporto,672,352,0,1
EmpleoUtebo,651,313,0,1
NataliaSastoqu7,28,76,1,0
AbrahamPriego96,8694,786,0,1
Betty_Del_Valle,447,521,0,2
lorenacastro85,107,666,0,1
celiahernandez5,249,722,0,1
Otrolia,181,200,0,1
lalojimjuarez,2173,5001,0,1
bfama2712,272,275,0,1
Marielmx,129,362,0,1
UnidadPeronist6,132,387,0,1
Voces140,94368,3602,0,1
JoseHer03,32,215,0,1
BMVMercados,314402,80,0,1
eloynunezp,3126,4478,0,3
MINERDELCHICO1,738,232,0,1
marcosantonr,8622,3369,0,1
IsaYndris,225,321,0,1
JuanBonillaC15,4,288,0,1
TonyAriasVivan1,67,91,0,1
panorama_mundo,560,745,0,1
claudiaOpazoO2,125,462,0,1
cgtrabajosocial,11214,1431,0,1
Pamela_baleon,216,377,0,1
DaiCoronell,42,52,0,3
CjurWorld,256,60,0,2
mago_bardo,299,1176,0,1
CesarNandis,5,24,0,1
MGuerrero_31RC,2706,2109,1,1
milbarras,1408,2026,0,1
PabloT_Ruiz,875,1318,0,1
padalahe,250,653,0,1
GD_Management_,608,947,0,1
ibereducacion,1003,303,1,4
agile_cr,39,43,0,1
Fed_Injucam,1076,271,0,1
FundSJDInvest,483,805,2,1
AndresMoralesPM,1437,1427,0,1
PEFC_Catalunya,894,690,0,1
smairata,2814,5001,0,1
pauladiazf,255,367,0,4
OffOn_Com,1348,1754,0,1
CensodeSaludPma,1538,864,0,2
Albertovicentep,437,497,1,0
guadaterron,155,744,0,2
molerofragoso,99,167,0,1
FIGRIEXTERNADO,2076,397,0,1
ramirouvd,77,533,0,2
milagro81047611,97,962,0,1
tonisoto621,27,126,0,2
Ivan2798,200,573,0,1
wasername,730,1426,0,1
MCiudadanauy,78,47,1,11
MBMoncayoEC,2400,544,0,2
IIGE_Ec,3460,586,0,1
multandoBog,5369,946,0,12
SP_Solidaria,1199,458,0,1
alvarezsamos,109,156,0,1
makiacosmetics,4,19,1,0
GTEduInclusiva,155,320,0,1
FlorenciaDato,72,265,0,1
Ocabaosvaldo,67,46,0,2
mramosd17,814,1191,0,1
beag_bg,26,125,0,4
VMelh,831,1329,0,1
secrenferum,75,18,0,1
OISSConosur,358,407,0,1
eneroman_nora,322,550,0,4
hausnarrean,265,118,0,1
GeneroMuseos,2,22,0,2
elpocerocolorao,627,366,0,2
MaradelMilagro9,224,1295,0,1
P_david89,271,213,0,4
ricardoscampos,260,243,0,1
elenac,9882,3712,1,0
SoleLopezJ,614,545,0,1
Forever01861379,43,233,0,1
lilimoralesh,146,306,0,2
beitasaez,1107,1086,0,3
VirginiaCarrace,1915,1749,0,1
AmezcAlvarez,1158,796,0,2
soledadgianello,61,245,0,1
Sector3net,1811,1941,1,0
ARTEMISALULO,15286,11997,0,1
aguayo_UM,1201,967,1,1
LindaGuayas5,161,213,0,1
ebetanzosh,33,27,0,1
Recon_Col,3530,1026,0,1
galiambiental,109,245,2,0
Elijahector,2628,463,0,8
Anavieram,194,860,0,1
nfdezlaviada,303,294,0,1
AmaiaLoi,70,96,0,4
carlosecruza2,46,38,0,1
raultos,57,17,0,2
Data4SDGs,13770,1728,0,2
nelindaz,54,116,0,1
CacerEsPolitica,104,261,0,1
ForoDeImpacto,362,81,1,0
Carlos_Gut10,1684,1496,3,6
br_lucerina,82,389,0,1
iArtFrontiers,97,103,0,1
IngamLtda,168,470,0,1
perezfj2701,5,5,0,1
JorgeIzdo,1038,627,0,1
CarlosA2v,242,1,1,0
OsornoPerla,54,7,0,1
LuceroNB2,38,147,0,1
LuisRog84650703,7,23,0,1
ACPP_Galicia,490,343,0,1
AliCatalanGome1,46,40,1,0
BiblioMedrano,57,244,0,1
juanac_28,506,1866,0,5
TeresaM7,121,236,0,1
ecorina2,877,2537,0,1
PatricioTobar6,6,63,0,1
pvfdez,222,231,0,1
sgonzalo1984,625,2592,1,0
Vicromero68,275,446,0,1
SDGsbot,2387,10,0,16
BeatrizTanguila,9,2,0,1
FIMA_Chile,5085,1823,0,1
PalechOrg,243,453,0,1
codin_maria,121,741,0,1
AquaPlanetae,468,1963,1,0
GalianoJuanPe,604,270,0,2
FJAbandonado,1777,1478,4,0
ILobosAlva,384,216,2,2
MariaTe97796091,367,300,0,10
Isabluci,45,70,0,2
palabrademael,628,1077,0,12
andresmsoto,665,1347,0,1
AlejandraORF,878,1947,0,6
SECIPYV,702,1118,0,1
mpzuy,642,678,0,1
lpuriticote,493,3682,0,1
EmbEsElSalvador,3358,284,0,1
fundacioared,3467,1437,1,0
DanielGuzi,50,212,0,1
gredossandiego,3446,154,0,1
Lupi0523,5992,6355,0,1
cristobalorenes,235,422,0,2
lmperezg,210,1559,0,1
carlosDun12,302,977,0,1
compluemprende,775,121,0,1
juancarlosvice,131,126,0,1
R_Paiz,1313,2685,1,2
AgoraRenovables,3035,1619,0,1
NavarroLabrin,5,8,1,0
IreCarij,24,71,2,0
vg00m,117,96,0,1
Pedro_MaturanaM,298,60,0,1
ruiz_to,228,461,0,1
VirginiaOrtizC1,424,3493,0,1
annarierafeliu,486,365,0,1
crisamenabar,82,152,0,1
fanzineroso,242,137,0,1
paradasustenta,1096,3274,0,3
CREMajadrozas,676,320,1,0
SenniafV,4,23,0,1
triodoses,15682,3625,1,0
GMRMexico,78,158,0,2
MujeresSeguros,18,37,2,0
revolucionde7a9,1921,2112,0,1
CarolinaRodavil,28,79,0,1
e_soria,313,664,0,1
lucalderondm,1184,2959,0,3
garben1508,18,878,0,2
alcanzandohoy,1739,1834,0,1
cmugica,130,234,0,1
openlabsmx,1151,2610,0,1
Lantonio33,159,173,0,1
Agente_2P,881,965,0,1
EmmaSopena,56,178,0,1
RodrigJG,4675,779,0,2
retailactual,2706,1089,1,0
Rosalieml44,192,217,0,4
belengara,107,84,0,2
megadicto77,60,121,3,0
lfcascan,70,889,1,1
JQIsidro,36,66,0,1
Baloncestoescue,21,75,0,4
EmiliogTEJEDA,84,371,0,1
elviatejadaC,705,282,0,2
EmprenderUCA,5935,4121,1,1
gdiaztro,1246,1891,0,1
DM_Directo,657,130,0,11
evatormo,2286,883,0,1
Mar1aBastida,205,294,0,1
SiOpino,1967,1920,0,1
paulinopm,478,346,0,3
AlbertoKevin727,79,511,0,1
marycistica,284,497,0,1
PedroSaldana,1016,1949,0,1
recilec,1849,717,0,1
Cabalconsulting,346,549,0,2
danmaniscalco,2353,2824,0,2
gelu_ags,140,644,0,11
joselaraujoa,10,24,0,1
utvco,6734,1432,0,1
MontseZT,61,84,0,1
enrique_mayo,2555,4029,1,0
Planeta_Futuro,45386,1984,5,2
magdaturnerg,699,1003,0,1
matutemonayar,70,287,0,1
metadeporte,1821,1496,1,0
ConexCultura,122,153,0,1
ElSalvador_cole,16,44,1,0
LarequiEdgar,240,678,0,1
Yorchportillo,77,539,0,1
tony_hernan13,26,51,0,1
albertohrojas,5916,5635,1,0
steinkampf,155,657,0,1
ithorpe,26445,1556,0,2
PIFCSS,1327,279,0,2
mariantosdh,254,529,0,2
QUIMACOVA,1289,962,1,0
betoramirez,411,687,0,1
rpemovimiento,241,257,0,1
Meme_Lanzani,347,368,2,0
MujeresMovGro,56,104,0,1
NicoLunaNL,294,797,0,3
Agusaieg,348,168,1,0
nenocha,848,2413,0,1
pilarsalillas,42,26,0,1
fcruzblanca,1239,1717,0,1
Emasagra,2750,2482,2,0
SergioF24048712,119,308,0,1
basurasmarinas,689,195,0,1
GustavoCruzM,877,4065,0,1
GabrielBerrios_,1178,1620,0,1
PPSenado,3691,720,0,1
Marianahbw,308,495,0,3
METcommunity,7490,1417,0,1
UProfesional,6541,4127,0,7
LoladelOlmo,1030,872,0,1
manelbuenoball,1060,2440,0,1
carmenpastorse,272,324,0,3
alberickgarcia,2310,1694,0,1
IsabelSotoD,2054,280,0,1
sofiamartinsala,202,620,0,1
CuantixIS,1281,1607,1,0
mmoliveras,1282,1928,0,1
ECOGESFOR,608,149,0,1
Crissalazarp,1600,1509,0,2
IngenieroAguas,172,295,0,1
DGamboa,150,446,0,1
ldrcastaneda,1606,546,0,1
AbrahamStoDgo,198,231,0,2
FAOEspana,1285,217,2,4
titarules,1013,1490,0,1
ledesma_abogada,1138,1124,0,1
t0niet0,54,207,0,1
Temaiken,15655,1094,0,1
BeerandFood_es,77,276,0,1
CEMEXEspana,2783,368,1,0
Ezequielmteran,12063,11668,0,1
plastimad,26,421,0,1
tungut_,55,153,0,1
Damian_1665,24,58,0,1
VikzNieto,89,751,0,1
ed_hurtado915,173,402,0,1
sharonalbarran1,310,633,0,1
masteragroUMH,785,499,1,0
mary_asanchez1,511,312,0,1
ComSostenible,2521,1101,3,1
Gaztebox,658,669,0,1
dpastoresc,465,912,0,2
consanmed,424,352,0,1
ely_urpikusi,163,931,0,1
versuserwin,1362,3456,4,5
elkarbanatuz,600,135,0,1
sfernandez_UY,65,299,0,2
socialistaa7,95,227,0,1
fhortasud,1004,212,0,1
Catedra_RSC,2512,1053,4,0
RubiceliHdezR,11,160,0,1
victorpineda,2248,2637,0,1
fam_fg,33,201,0,1
MarioLFuentes1,16652,382,0,1
CaroSBeltran,95,194,0,1
rauldirector,148,400,0,1
YolandaFersan,1334,1746,0,3
jblasgarcia,15298,5959,1,2
M_Giner_M,113,201,0,1
andreaabarrerat,500,819,0,1
crispada2010,127,526,0,1
Marian_Virtua,2080,1031,0,1
YaneritMorgan,658,611,0,2
Paco90939067,90,270,0,1
GrandesAmigos__,7331,2926,3,0
Polibienestar,693,1429,1,0
etomast,1957,5001,0,11
TrabajarPueblo,250,268,0,1
DixonPTY,581,2015,0,4
EQUOCordoba,2522,2030,0,1
beafernangon,10,27,0,1
peralias,3644,2256,0,1
JulioIrurueta,5987,1431,0,1
catalinclaudias,1062,1589,0,1
sabrinafemenia,243,187,0,1
tarazonae,755,1751,0,1
manuelbonilla94,1922,260,14,9
legnavgr,368,1167,0,1
asanza93381,1933,2441,0,1
marisolgruiz,340,319,2,0
ugm67752947,60,67,0,1
LazoVitoria,814,500,1,0
drotorrent,2332,2970,3,4
oeiarg,5366,2768,0,1
BernardBau74,28,96,0,1
francirubio1,197,330,0,1
EvaPanicello,89,220,0,1
marce1259,194,235,0,1
Antoniomoreno07,424,696,0,1
gopro2050,1213,3015,2,0
FiochiH,59,29,0,1
edna_guidi,90,96,1,5
idaliatesorero,24,35,0,1
verotips,629,747,1,0
rhamsesripolles,1950,1136,0,1
oquimarf,167,230,1,0
Laura_Prez,165,332,1,1
Hugodise,10,2,0,2
valterbitt,610,297,0,1
alegkrizanec,1343,1527,0,1
HarbingerThe,2169,2790,0,1
grusbolivia,313,264,0,1
nereMI214,87,49,0,3
DeleGobCataluna,6645,288,1,1
atexias55,138,71,0,1
BrigadadeLuzPma,277,209,0,1
MIC_RD,68073,497,1,0
dlucente_SE,122,302,0,1
wbcd24,68,37,0,1
MCIbanezH,917,468,1,3
dorado_go,77,690,0,1
MCArmendarizG,877,1524,0,1
ggraymolina,1562,1002,0,1
ignaciocayetan,1267,283,1,0
seankidney,3455,312,0,1
EmbajadaEspArg,4376,1012,1,2
SolecitoSanR,314,677,0,1
DianaOlaciregui,70,383,0,1
livinginminca,995,919,0,1
NAT22777,201,193,0,6
david_suzu,89,320,0,1
fortunata_2030,1149,3600,18,5
SofiaSogova,9,107,0,1
SecAytoPue,1335,688,0,1
EvaluaALC,681,1421,5,2
RMarti_SEO,3063,1643,0,1
BCNeducadora,1097,790,1,0
ursulasoto,319,186,0,1
vicSaez,78,66,0,1
miglesiasf13,42,163,0,1
cerrbk,4407,4963,0,1
TrendsCdeMexico,13871,4049,1,0
EnriqueLendo,24,64,0,1
RAGittensI,901,504,0,1
CTAndalucia,5114,3644,1,0
fmorcillo,3502,2274,8,1
2k30project,161,1186,2,0
ramos468,15,39,0,4
Yokyta1022,61,66,0,1
SubdelegCadiz,1422,836,0,2
Davitow,223,1327,0,1
sanpedroarcos,170,324,0,1
cristi_arcos,82,333,0,1
suromig,1527,882,0,1
dianexgutierrez,191,254,0,2
aecc1975,80,421,0,1
PedroPabloPrad4,73,81,0,3
trustinvestfin,97,1037,0,1
mj_murciano,21,133,0,3
padovan_cesar,15,88,0,1
frdelpino,9862,887,3,2
AurisBorealis,3992,4249,0,1
Eugenio_Saga,516,857,1,0
anaamoarturo,652,856,0,1
1aquintanab2,192,483,0,1
JuegoDePromos,634,174,0,1
COMECSO,1923,277,0,1
ESISMANOAMANO,318,355,0,1
AnaLuciaPesant3,2,350,0,1
agrosingularity,7,27,0,1
CreaCulturaRsC,174,464,1,0
jordanmallorca,84,63,0,1
IFA_upm,480,288,0,1
Osvaldo35541202,6,233,0,1
andrealazsol,12,31,0,1
CONADISRD,2614,1089,2,0
eugenio_telles,93,119,0,1
JuanPLepra,564,2300,0,1
IMPLANPuebla,5142,1007,2,0
GeografiaViva,3659,3057,0,1
ibericamaristas,732,238,0,2
jecastelan,278,434,0,1
MCarmenSnchez4,651,756,0,2
itzelorozco,104,136,1,0
SustentarseMx,1248,1794,1,0
evelinacabrera,5917,2428,0,1
poconchile,217,154,0,1
genially_es,13704,5569,0,1
diegoalvarez030,110,98,0,2
wilcheschaux,27045,1807,0,1
TurismoAMX,883,2103,0,1
CFJara,3407,4425,1,1
Esconexioncom,361,854,1,0
UM_Sedesoh,515,193,0,1
MagdalenaPreve,303,1390,2,0
Claudia33890447,275,190,0,1
nodesperdicio,1497,1123,6,0
AnaFernandezAFS,343,305,0,1
andrea_hurtadoe,195,460,1,0
MaristasMedit,2860,238,0,2
AAprodit,29,37,0,1
TomasGreene,506,1666,0,1
carlosalguien,200,187,0,3
MIES_Zona4,6782,1128,0,1
juansarcosmusic,271,181,0,1
Nino_Mundaca,1690,2204,3,2
mauriciovaspo,457,3205,0,6
javigbeart,2024,80,0,1
MariTouche,374,1644,0,1
21Rengm,95,83,0,1
jcmelero,1613,1587,0,1
uribegaviria,442,136,0,1
cristiansolisw,171,586,0,1
3CSCAMBIOS,281,329,2,2
JVBarrioYungay,6187,706,0,1
mariacsandovalv,83,334,0,1
OmarPN1,16,29,0,1
AstiChallenge,552,275,1,0
FAOElSalvador,5078,753,1,0
RafaGomezLGNS,3828,1326,0,2
CEDE_Mex,6288,1022,1,0
SIRSantizquierd,26,44,0,1
DrAlexisTejedor,651,183,0,1
AlejandroCarraB,146,90,0,2
AMFQMX,1498,679,0,2
jlparratw,480,954,0,2
cibervoluntario,16856,3437,6,3
WilberCortezG,223,1219,0,2
Anita_Felix7,82,142,0,1
mariluibarra100,299,265,0,1
Lherba5,19,159,0,1
PatriciaTrivino,56,221,0,1
dlaversa,24,192,0,1
alba46187810,9,153,0,1
RIGA_LATAM,290,189,0,1
miquelporta,2652,879,0,1
feliperspicuo,3068,1481,0,1
worldyayin,135,281,0,1
luisalanchazo,152,449,0,1
Fintech_Ar,4149,1605,0,1
JasoPsoe,100,721,0,3
PSOEeconomia,3347,1001,0,1
RocioMorenoGBS,355,393,1,0
LuisMunozSchira,27,161,0,1
antoniofragero,1249,383,0,1
EJAAriza93,631,226,0,2
leirediezpas,10510,3382,0,1
ambatistam,755,1358,0,1
jesuss_m71,224,629,0,1
mortegacantero,447,416,0,1
MaraTer26104649,1,7,0,1
meritxelldiaz,542,989,1,0
bencosme_j,83,222,0,1
ONMPRIOAXACA,568,279,0,4
MimyValencia,1896,526,5,1
ctorresn,490,734,0,1
EspacioRedo,690,1143,0,1
panisiglo21,96,278,0,1
taniat2110,11,21,0,1
PaujournalisteB,262,292,0,5
bserranov,959,540,0,1
juliancamargof,115,397,0,1
josemoralespra1,2200,4986,0,1
InnovationChief,316,665,0,1
mcperdices,170,305,1,0
MildredSamboy,1537,2369,0,4
MA_Pantoja,196,55,0,1
MiguelAlcalas,322,460,0,1
Antonio60017562,11317,11353,0,4
WashingtonMed20,258,1862,0,1
iredcat,364,462,0,1
FranMaciasG,59,172,0,1
pjarrinh,7,23,0,1
NoriegaWilli,71,75,0,1
Verititito2,31,25,0,2
nachotellorf,34,71,0,1
lanzarotejesus,1037,777,0,18
MAE_PichinchaDP,1354,542,0,1
Gessy_c,71,42,0,2
etsii_upct,1607,260,0,1
AGRISOST_CM,100,73,1,2
FcodelPozo,613,673,0,1
